county1,distance,county2
12007,162.933520074716,12077
12007,170.778984505021,12081
12007,170.846108415127,12049
12007,182.682023016747,12061
12007,183.613981374061,12013
12007,185.029911943101,12045
12007,186.776599321888,12055
12007,190.506095224578,12063
12007,191.25527116244,12115
12007,191.697659237305,12027
12007,193.217659351182,12093
12007,205.791733310467,12111
12007,208.076790181682,12005
12007,213.119298867262,12015
12007,213.453992700322,12133
12007,215.065954021934,12043
12007,225.30882348883,12085
12007,226.354755905457,12059
12007,235.152112615748,12071
12007,243.411657773676,12051
12007,243.843915224139,12131
12007,250.887099013061,12099
12007,268.594562005848,12021
12007,268.709505913658,12091
12007,279.043535690564,12011
12007,293.763688899557,12113
12007,305.948805921607,12087
12007,311.983709151023,12033
12007,316.474729684666,12086
12009,31.4306495266528,12097
12009,37.6788930560079,12117
12009,40.6964174568827,12095
12009,41.9974285742151,12061
12009,59.4555537264996,12127
12009,64.0868847384411,12093
12009,65.0036917066452,12105
12009,65.309030676813,12111
12009,69.3461147049438,12069
12009,76.7580447992176,12055
12009,86.1839402068311,12085
12009,88.2284817178676,12049
12009,88.2561544390563,12119
12009,88.6888408483937,12035
12009,97.5584762797952,12043
12009,102.128240393194,12027
12009,102.572242405472,12083
12009,104.092395648787,12057
12009,106.784463564954,12101
12009,108.811593137236,12053
12009,110.095881177557,12107
12009,115.215414632503,12099
12009,116.312543548821,12081
12009,116.939567142901,12017
12009,117.502815941035,12109
12009,124.599093999531,12015
12009,124.641040866269,12051
12009,127.244225457187,12103
12009,127.651291797359,12115
12009,136.002574292912,12019
12009,138.145278007777,12001
12009,141.059207561092,12071
12009,143.357854146102,12075
12009,144.252350464299,12007
12009,146.072348377976,12011
12009,151.878919387443,12031
12009,156.622913837692,12021
12009,157.56433705107,12125
12009,160.39140498843,12041
12009,170.031450675021,12003
12009,171.822887832715,12089
12009,174.972574063836,12029
12009,176.306064734863,12023
12009,186.121167535284,12086
12009,188.951734015819,12087
12009,189.797958121441,12067
12009,190.173041539724,12121
12009,203.240478449745,12047
12009,212.256173274291,12123
12009,223.285508785049,12079
12009,241.834785394681,12065
12009,255.52113025619,12129
12009,262.0532167854,12073
12009,268.674451235603,12037
12009,283.262864972598,12039
12009,285.399679812185,12077
12009,296.640247865055,12045
12009,306.9430294677,12013
12009,321.012220761375,12063
12009,325.967555286149,12005
12009,338.296555284943,12133
12009,354.690440540431,12059
12009,366.685546909138,12131
12009,390.335919447859,12091
12009,414.372945179221,12113
12009,430.095264007504,12033
12011,31.2949026448611,12099
12011,40.3072477884239,12086
12011,48.1312966236285,12051
12011,57.551008950199,12021
12011,61.1156457851058,12087
12011,61.4379780609075,12085
12011,68.6604134050292,12043
12011,82.0570785967151,12111
12011,86.1717929376369,12093
12011,91.0634428141579,12071
12011,95.6349444104738,12055
12011,101.830172719647,12015
12011,104.307097372676,12061
12011,107.154234138305,12027
12011,122.201992427612,12049
12011,135.180900267715,12097
12011,135.229702121758,12115
12011,142.750946356915,12105
12011,146.072348377976,12009
12011,146.56499705866,12081
12011,165.196888354735,12057
12011,168.564547638154,12095
12011,177.112909827522,12117
12011,182.591484566273,12103
12011,189.73308421863,12101
12011,193.081876164009,12069
12011,199.829761947426,12119
12011,202.284390459031,12127
12011,204.423426153888,12053
12011,221.974484022403,12017
12011,228.933279839611,12083
12011,232.05326659579,12035
12011,248.089375593212,12107
12011,255.927465994909,12075
12011,261.362120705636,12109
12011,266.566275336124,12001
12011,275.297816821861,12019
12011,279.043535690564,12007
12011,281.965956289568,12041
12011,286.937965587471,12029
12011,290.542182865314,12125
12011,294.904612366189,12031
12011,306.264842333443,12003
12011,307.431962652574,12023
12011,309.697081990564,12067
12011,314.752719485806,12089
12011,315.717732965251,12121
12011,326.155305398386,12123
12011,332.852033535655,12047
12011,345.69663240413,12079
12011,358.544847210689,12065
12011,361.534452317116,12129
12011,363.218840813747,12037
12011,374.52151633264,12073
12011,387.759833927952,12077
12011,388.234276949638,12045
12011,393.658535109009,12039
12011,407.983880533137,12013
12011,420.088836173926,12005
12011,428.139214570897,12063
12011,438.220587124739,12133
12011,457.20636367148,12059
12011,462.454290434557,12131
12011,483.208441001337,12091
12011,504.627751748387,12113
12011,516.648014668707,12033
12013,21.5678770050155,12077
12013,27.5789321587708,12063
12013,27.8847948894493,12005
12013,31.3599091095548,12133
12013,33.455327931247,12045
12013,37.24041134697,12039
12013,46.5451425445692,12037
12013,49.2468687574529,12059
12013,52.0140233588875,12129
12013,55.0356547417562,12073
12013,60.6182077185041,12131
12013,77.9260273172009,12065
12013,85.2766896613428,12091
12013,97.8690231171909,12123
12013,103.006393312765,12079
12013,110.246278796282,12113
12013,123.707662808638,12067
